text,filename,voice,exaggeration,cfg_weight,temperature
"Run it. ""Hello Sarah... What would you like?... Here is what we are serving. Black Coffee, Espresso...""",051-segment-51,wired-eliv3,0.58,0.40,0.80
It is working flawlessly. The robot is helpful. But now we need to take the order. We need another input.,052-segment-52,wired-eliv3,0.60,0.45,0.75
"Challenge time. Pause the video. Right now. Seriously, pause it. I want you to write the next line of code. I want you to ask the customer for their order, store it in a variable called order, and then confirm it back to them. Can you do it? Try it.",053-segment-53,wired-eliv3,0.58,0.40,0.70
"Okay, you're back. Did you do it? Or did you just wait for me to give you the answer? I'm watching you.",054-segment-54,wired-eliv3,0.58,0.40,0.80
"Here is how we do it. We need a new variable. Let's call it order. order = input(""Type your order here:\n"")",055-segment-55,wired-eliv3,0.60,0.45,0.75
"Now the robot waits again. The user types ""Latte."" That string ""Latte"" gets stored in the order box.",056-segment-56,wired-eliv3,0.58,0.40,0.70
"Finally, the confirmation. We want to make the customer feel special. print(""Sounds good "" + name + "", we will have that "" + order + "" ready for you in a moment."")",057-segment-57,wired-eliv3,0.58,0.40,0.80
"Let's look at that line. It is a Frankenstein monster of strings and variables. String: ""Sounds good "" Variable: name String: "", we will have that "" Variable: order String: "" ready for you in a moment.""",058-segment-58,wired-eliv3,0.60,0.45,0.75
"This is where syntax errors love to hide. If you forget one plus sign, or one quote mark, the whole thing explodes. Python is strict. It demands perfection. But when you get it right, it is beautiful.",059-segment-59,wired-eliv3,0.58,0.40,0.70
Let's run the full script from top to bottom. This is the moment of truth.,060-segment-60,wired-eliv3,0.58,0.40,0.80
"ROBOT: ""Hello, welcome to Wired Workshop Coffee!!!!!!"" ROBOT: ""What is your name?"" USER: ""Hackerman"" ROBOT: ""Hello Hackerman, thank you so much for coming in today."" ROBOT: ""Hackerman, what would you like from our menu today? Here is what we are serving. Black Coffee, Espresso, Latte, Cappucino"" ROBOT: ""Type your order here:"" USER: ""Black Coffee"" ROBOT: ""Sounds good Hackerman, we will have that Black Coffee ready for you in a moment.""",061-segment-61,wired-eliv3,0.60,0.45,0.75
"We did it. We built a fully functional, interactive command-line interface. It's not exactly artificial intelligence—it's not going to pass the Turing test—but it is a program that adapts to the user.",062-segment-62,wired-eliv3,0.58,0.40,0.70
"But wait. We have a problem. What if the user types a number? What if they order a pizza? Our robot is stupid; it will just accept ""Pizza"" and say ""We will have that Pizza ready for you."" It doesn't know what is actually on the menu; it just repeats what we tell it. We haven't taught it logic yet. We haven't taught it how to make decisions. That is coming in a future episode when we talk about If/Else Statements.",063-segment-63,wired-eliv3,0.58,0.40,0.80
"But for today, we conquered Variables.",064-segment-64,wired-eliv3,0.60,0.45,0.75
"Let's recap what makes this powerful. Variables allow our code to be Reusable. We wrote the logic once, but it works for Bob, it works for Susan, and it works for Hackerman. The logic stays the same; the data changes. That is the fundamental secret of programming. You are building a machine that processes different raw materials into the same finished product.",065-segment-65,wired-eliv3,0.58,0.40,0.70
"We also learned about Data Types. The input function always returns a String. Even if I type the number ""5"" into the input, Python treats it as the text character ""5"", not the number 5. This is important. If you try to do math with it—like multiplying the order quantity—it might behave weirdly. We will cover how to convert strings into numbers (Integers) in the next episode when we calculate the total price of the coffee.",066-segment-66,wired-eliv3,0.58,0.40,0.80
"So, here is your homework. Yes, homework again. I want you to expand your coffee shop. I want you to create variables for the price of the coffee. I want you to ask the user how many coffees they want. And I want you to try—just try—to calculate the total cost. Here is a hint: You cannot do math with strings. You might need to Google ""Python int function"" to figure it out.",067-segment-67,wired-eliv3,0.60,0.45,0.75
"If you can figure that out before the next video, you are ahead of the curve.",068-segment-68,wired-eliv3,0.58,0.40,0.70
"This was Episode Two. You are no longer printing static text. You are handling dynamic data. You are officially a developer. In the next episode, we are going to teach our robot how to do math, how to handle money, and how to potentially crash the economy if we aren't careful.",069-segment-69,wired-eliv3,0.58,0.40,0.80
"Make sure you hit the subscribe button, smash the like button, and hack the YouTube algorithm. Join the Discord server linked below to share your barista code—I want to see what crazy menus you come up with. This is Wired Workshop. Stay dangerous. I'll see you in the next one.",070-segment-70,wired-eliv3,0.60,0.45,0.75
