text,filename,voice,exaggeration,cfg_weight,temperature
"In a full pack scenario with disciplined wolves... probability shifts toward the pack.",048-full-pack,other-aussie,0.55,0.42,0.78
"Final stat comparison.",049-final-intro,other-aussie,0.58,0.44,0.78
"Jaguar... Elite Solo Assassin.",050-jag-title,other-aussie,0.55,0.42,0.78
"Wolf Pack... Elite Team Pressure System.",051-wolf-title,other-aussie,0.55,0.42,0.78
"Both rank A-tier. But their victory condition is different.",052-both-a-tier,other-aussie,0.55,0.42,0.78
"The Jaguar needs a fast finish. The Wolves need time.",053-conditions,other-aussie,0.55,0.42,0.78
"And in nature... time is often the deciding factor.",054-time-decides,other-aussie,0.58,0.42,0.78
"So the real question becomes...",055-real-question,other-aussie,0.55,0.42,0.78
"Can the Jaguar secure a kill before exhaustion begins?",056-jag-question,other-aussie,0.55,0.42,0.78
"Or can the pack stretch the fight long enough to flip the advantage?",057-wolf-question,other-aussie,0.55,0.42,0.78
"Power versus patience. Burst versus endurance. Solo apex versus coordinated hunters.",058-vs-list,other-aussie,0.55,0.42,0.78
"Based on the combat system... this matchup isn't about who is stronger.",059-not-stronger,other-aussie,0.55,0.42,0.78
"It's about who controls the pace.",060-controls-pace,other-aussie,0.58,0.42,0.78
