text,filename,voice,exaggeration,cfg_weight,temperature
"A WAN, or Wide Area Network, is a network infrastructure that connects networks over a vast geographic area. Think of your individual LANs as self-contained cities. A WAN is the international highway and railway system that connects all of those cities together. WANs can connect cities, states, countries, and even continents.",014-wan-def,wired-eliv3,0.60,0.40,0.8
"Because WANs span enormous distances and cross public property and international borders, they are almost never owned by a single organization. Instead, organizations pay a monthly or yearly fee to a telecommunications service provider to lease access to their massive, pre-existing WAN infrastructure—fiber laid across land and under oceans.",015-wan-providers,wired-eliv3,0.60,0.40,0.8
"Let's summarize the key differences. A LAN covers a small area like a campus, while a WAN covers a large area like a country. A LAN is managed by a single organization, while a WAN is delivered by one or more service providers. And because of the long distances and complex infrastructure, WAN connections are typically slower and more expensive than the high-speed links inside a LAN.",016-lan-vs-wan,wired-eliv3,0.60,0.40,0.8
"The Internet: The Ultimate Network of Networks",017-internet-title,wired-eliv3,0.62,0.38,0.8
"This brings us to the biggest, most famous WAN of them all: the Internet. It's not a single magical cloud. It is a worldwide collection of interconnected networks—a 'network of networks'—connecting millions of private LANs and public networks around the world.",018-internet-def,wired-eliv3,0.60,0.40,0.8
"No single person, company, or government owns or controls the internet. It’s decentralized and works because independent networks agree to a common set of protocols. This design, born from a U.S. military project to survive catastrophe, makes the internet incredibly resilient and adaptable—a global digital commons.",019-internet-decentralized,wired-eliv3,0.60,0.40,0.8
"Intranets and Extranets: Networks Defined by Privacy",020-intra-extra-title,wired-eliv3,0.62,0.38,0.8
"An Intranet is the private, internal network belonging to an organization—a private internet accessible only to employees. It uses the same technologies as the public internet—web browsers, web servers, email—but is walled off from the outside world by firewalls.",021-intranet-def,wired-eliv3,0.60,0.40,0.8
"An Extranet provides secure, controlled access to specific parts of that intranet for people outside the organization, such as suppliers, customers, or trusted partners—often via a secure web portal.",022-extranet-def,wired-eliv3,0.60,0.40,0.8
"Example: A large car manufacturer’s intranet is for employees only, containing designs and financial data. Through an extranet, parts suppliers can log in to see production schedules, check inventory for their components, and submit invoices. They get access to a small, relevant slice of data—blocked from everything else.",023-extranet-example,wired-eliv3,0.60,0.40,0.8
"Recap — We started with the small SOHO network in a home or small office. We defined the LAN as a local network under a single administrative control. WANs connect LANs over vast distances and are delivered by service providers. The ultimate WAN is the Internet, a global network of networks. Intranets are private internal networks; extranets provide controlled access to trusted partners.",024-recap,wired-eliv3,0.60,0.40,0.8
"Understanding these common network types is fundamental to grasping the architecture of our digital world. A network is defined not just by its physical components, but by its scope, its purpose, and the rules of access that govern it.",025-understanding,wired-eliv3,0.60,0.40,0.8
"Thanks for joining me today at Wired Workshop. If this video helped you classify the different types of networks, be sure to hit that like button and subscribe for more. As always, any questions, drop them in the comments below. Until next time, keep learning!",026-outro,wired-eliv3,0.60,0.40,0.8


