text,filename,voice,exaggeration,cfg_weight,temperature
"Using our analogy, the enable command is like showing your security credentials to the guard in the lobby. You've been verified, and you are now granted access to the main security office. From this office, you have access to all the surveillance cameras in the building—this is where you can use the powerful show commands to view every detail of the device's configuration and status. You can see the full running configuration, the status of every port, the IP routing table, and much more. From this security office, you also have the power to perform high-level administrative tasks, like telling the entire device to reload, which means reboot. You can also save the current configuration, manage software images, and troubleshoot complex network problems. Privileged EXEC mode is your all-seeing eye into the device's operations.",011-privileged-capabilities,wired-eliv3,0.58,0.45,0.75
"Making Changes: Configuration Mode and Its Submodes. So, we can see everything from Privileged EXEC mode, but what if we want to actually change something? What if we want to change the device's name, set a password, or configure a port? For that, we need to enter an even higher level of hierarchy: Global Configuration Mode.",012-config-mode-intro,wired-eliv3,0.58,0.45,0.75
"To get there, you must first be in Privileged EXEC Mode (with the hash prompt). From there, you type the command configure terminal. A common shortcut that you will see network engineers use is conf t. When you enter this command, you are telling the device, I am about to make changes that will affect the entire device.",013-configure-terminal,wired-eliv3,0.58,0.45,0.75
"Once again, the prompt will change to give you a clear visual cue of your location. It will now have the word (config) inserted before the hash symbol, like this: Switch(config)#. This prompt tells you that you are in Global Configuration Mode, and the commands you type now will alter the device's live, running configuration.",014-global-config-prompt,wired-eliv3,0.58,0.45,0.75
"In our analogy, this is the master blueprint room. Any decision you make in this room applies to the entire building. From here, you can use commands to change the building's name, which we call the hostname. You can set the main security passwords that protect access to privileged mode. You can configure DNS settings, or create banners that display a legal warning to anyone who logs in. These are global, device-wide settings.",015-global-config-capabilities,wired-eliv3,0.58,0.45,0.75
"However, most of our configuration work is far more specific. We don't just want to change the building's name; we want to configure a specific door, a specific window, or a specific security camera. For these tasks, we need to move from the general blueprint room into more specialized Subconfiguration Modes.",016-submodes-intro,wired-eliv3,0.58,0.45,0.75
"From Global Configuration Mode, you can enter a variety of submodes, each one dedicated to configuring a specific feature or component of the device. Think of these as the individual drafting tables or workstations inside the main blueprint room. To work on the electrical plan, you go to the electrical table. To work on the plumbing plan, you go to the plumbing table.",017-submodes-explanation,wired-eliv3,0.58,0.45,0.75
"Let's look at the two most common submodes. The first is Interface Mode. You enter this mode to configure a specific port, or interface, on a switch or router. From global config mode, you would type a command like interface FastEthernet0/1. Notice what happens to the prompt: it changes again, to Switch(config-if)#. The if stands for interface. Now, you are in a specific context. The commands available to you are only the ones relevant to configuring an interface, like setting an IP address, adding a description, or changing the speed.",018-interface-mode,wired-eliv3,0.58,0.45,0.75
"The second common submode is Line Mode. You enter this mode to configure the various management lines, like the console port or the virtual lines used for remote SSH and Telnet access. From global config, you would type a command like line console 0 to configure the console port. The prompt would change to Switch(config-line)#. From here, you can set a password that a user must provide to access the device via the console cable.",019-line-mode,wired-eliv3,0.58,0.45,0.75
"The key takeaway is that the IOS is context-sensitive. The commands you can type are dependent on the mode you are in. This hierarchical structure provides organization and prevents you from accidentally making a change in the wrong place. You cannot set an IP address from global config mode; you must first move into the specific interface mode for the port you want to configure.",020-context-sensitive,wired-eliv3,0.58,0.45,0.75
"Finding Your Way: The Navigation Commands. Now that we understand the different rooms in our building, how do we walk between them? There is a simple and logical set of commands for navigation.",021-navigation-intro,wired-eliv3,0.58,0.45,0.75
"To move up the hierarchy, meaning to a more privileged or more specific mode, you use a series of enabling commands.",022-moving-up,wired-eliv3,0.58,0.45,0.75
"To go from User EXEC to Privileged EXEC, you use the enable command.",023-enable-command-navigation,wired-eliv3,0.58,0.45,0.75
"To go from Privileged EXEC to Global Configuration mode, you use the configure terminal command.",024-configure-terminal-navigation,wired-eliv3,0.58,0.45,0.75
"And to go from Global Config to a submode, you use a specific command like interface or line.",025-submode-navigation,wired-eliv3,0.58,0.45,0.75
"To move down the hierarchy, meaning to a less privileged or more general mode, the primary command is exit.",026-moving-down,wired-eliv3,0.58,0.45,0.75
"If you are in Interface Mode, typing exit will take you one step back, to Global Configuration Mode.",027-exit-interface,wired-eliv3,0.58,0.45,0.75
"If you are in Global Configuration Mode, typing exit will take you one step back, to Privileged EXEC Mode.",028-exit-global,wired-eliv3,0.58,0.45,0.75
"If you want to leave privileged mode and return to the basic User EXEC mode, you can use the disable command.",029-disable-command,wired-eliv3,0.58,0.45,0.75
"This step-by-step movement is logical, but sometimes you might be deep inside a configuration submode and you want to quickly get all the way back to the main security office, Privileged EXEC mode, without typing exit multiple times. For this, the IOS gives you a teleporter command: end. Typing the end command, or using the keyboard shortcut Control-Z, will immediately jump you from any level of configuration mode directly back to the Privileged EXEC prompt. It's an incredibly useful shortcut that you will use all the time.",030-end-command,wired-eliv3,0.58,0.45,0.75
"Think of it this way: exit is like walking out of an office and back into the main hallway. end is like an express elevator that takes you from wherever you are, no matter how deep inside the building, straight back to the high-level security office where you can issue show commands and verify the changes you just made.",031-exit-vs-end,wired-eliv3,0.58,0.45,0.75
"Let's recap our grand tour of the Cisco IOS. We started our journey in the lobby, or User EXEC Mode, identified by its greater-than prompt. We used the enable command to enter the security office, or Privileged EXEC Mode, identified by its powerful hash prompt. From there, we used configure terminal to step into the master blueprint room, Global Configuration Mode, where we saw the (config)# prompt. We then dove deeper into specific offices, like Interface Mode and Line Mode, to configure individual components. And we learned how to navigate this hierarchy, using exit to move back one step at a time, and end to instantly return to Privileged EXEC Mode.",032-recap,wired-eliv3,0.58,0.45,0.75
"This hierarchical structure is one of the most fundamental concepts you will learn in your networking career. It provides a logical, organized, and secure way to manage a complex device. Understanding how to navigate these modes is the first and most critical step to truly mastering the command-line interface.",033-importance,wired-eliv3,0.58,0.45,0.75
"Now that we know our way around, our next step is to learn the language. In our next lesson, we'll explore the basic structure of Cisco IOS commands, how to use the built-in help features when you're stuck, and how to perform the most essential initial configuration settings on a brand-new device. You won't want to miss it.",034-next-lesson,wired-eliv3,0.58,0.45,0.75
"Thanks for joining me today at Wired Workshop. If this video helped you understand how to navigate the Cisco IOS, be sure to hit that like button and subscribe for more. As always, any questions, drop them in the comments below. Until next time, keep learning!",035-outro,wired-eliv3,0.58,0.45,0.75
